name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_niqe,im_niqe,delta_niqe
peppers,avg,method_1,-1,5,31.9438407942138,28.8536967307731,-9.67367726175383,0.823610625282505,0.799158056136459,-2.96894775218066,5.03324882438297,6.26619562776303,24.4960431403111
baboon,avg,method_1,-1,5,25.1230215747874,21.0154675397655,-16.349761205253,0.785772085440798,0.456896460721591,-41.8538187869981,4.24774381357128,5.29102963343298,24.5609402461717
barbara,avg,method_1,-1,5,28.0577603718559,22.9084299571498,-18.352606717218,0.853629042971765,0.642560790535619,-24.7259924171918,5.04111917691489,5.41137379827011,7.34469089821853
boats,avg,method_1,-1,5,30.4934564301298,26.1519952394566,-14.2373535142559,0.830337946897214,0.712902854800922,-14.1430477235348,4.46022747650132,5.35376579231991,20.0334696049965
lena,avg,method_1,-1,5,32.7591343935885,29.1573569276335,-10.9947272192269,0.871699357340396,0.82834826054711,-4.97317067269071,5.16285748758873,5.73386343756809,11.059882077939
peppers,avg,method_1,-1,5,31.9438407942138,28.8536967307731,-9.67367726175383,0.823610625282505,0.799158056136459,-2.96894775218066,5.03324882438297,6.26619562776303,24.4960431403111
