quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
30,Case_17-07,median,blur,0,5,33.8894453674278,33.9813965440102,0.271326885363685,0.912863316090507,0.919525157149693,0.729774210636011
30,Case_17-08,median,blur,0,5,34.1909513749585,34.4042181419597,0.623752070137998,0.911823553127918,0.921614983722311,1.07382953212872
