quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,median,blur,0,3,29.1605780632834,29.7834029374406,2.13584543079203,0.816158264842461,0.846264083150976,3.68872308293381
10,Case_17-08,median,blur,0,3,29.3588330809697,29.9565640679971,2.03594940363921,0.813035998795182,0.842669540944886,3.64480074604539
