quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,median,blur,0,5,29.1605780632834,30.0354055833805,3.00003490396733,0.816158264842461,0.858462660769953,5.18335692350777
10,Case_17-08,median,blur,0,5,29.3588330809697,30.2499971099259,3.0354204695346,0.813035998795182,0.857526419164923,5.47213412882951
