quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,avg,blur,0,5,35.000610991359,33.7449690741633,-3.58748570848002,0.927212808183554,0.919013723369131,-0.88427216945869
40,Case_17-08,avg,blur,0,5,35.2992008839943,34.325962713544,-2.75711105656117,0.926035952882249,0.92351607648103,-0.272114316228912
