quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,median,method_2,0,3,35.000610991359,33.9461547444968,-3.01267954185855,0.927212808183554,0.930317872049744,0.33488146828692
40,Case_17-08,median,method_2,0,3,35.2992008839943,34.596364583408,-1.99108275254186,0.926035952882249,0.932479175814836,0.695785397157912
