quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
20,1.4,3,method_2,gauss,33.2947718344571,0.914479747376784,32.3078265574655,0.884338222735154,3.05492458043003,3.40837973104009
20,1.4,5,method_2,gauss,33.2205208406404,0.915617230043666,32.3078265574655,0.884338222735154,2.82458267458213,3.53706881664433
20,1.5,3,method_2,gauss,33.2967224895036,0.914555208957609,32.3078265574655,0.884338222735154,3.06095808702459,3.41691335137464
20,1.5,5,method_2,gauss,33.1816136142728,0.915028638169644,32.3078265574655,0.884338222735154,2.70408684430674,3.4705200780361
