quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,wiener,method_2,0,3,35.000610991359,35.596455536795,1.70238326863252,0.927212808183554,0.94245148349091,1.64349275299694
40,Case_17-08,wiener,method_2,0,3,35.2992008839943,36.0167540704898,2.03277459128229,0.926035952882249,0.942584269004011,1.78700579283735
