quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,wiener,method_2,0,5,35.000610991359,34.484641356591,-1.47417322199134,0.927212808183554,0.922311762033745,-0.528578348632826
40,Case_17-08,wiener,method_2,0,5,35.2992008839943,35.0590507313102,-0.680327448412438,0.926035952882249,0.926261307390698,0.0243353951590587
