quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,wiener,method_2,0,3,32.1647774408798,32.9565779117562,2.46170044960425,0.884862935948956,0.912635851153999,3.13866860919629
20,Case_17-08,wiener,method_2,0,3,32.4508756740513,33.2623515878505,2.50062871014634,0.883813509521353,0.912301268583476,3.2232771682288
