quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
30,0,3,method_2,median,33.4522839801471,0.920041036593462,34.0401983711931,0.912343434609213,-1.72846596698561,0.843798253883348
30,0,5,method_2,median,32.080672033589,0.909473254106692,34.0401983711931,0.912343434609213,-5.75896551025453,-0.314395419166535
