quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,wiener,blur,0,3,29.1605780632834,29.9766672707853,2.79860435458725,0.816158264842461,0.858823669823228,5.22758965002983
10,Case_17-08,wiener,blur,0,3,29.3588330809697,30.165180634325,2.74652453362647,0.813035998795182,0.85664616458005,5.36386652614318
