quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,wiener,blur,0,5,29.1605780632834,30.2481668284186,3.72965433941296,0.816158264842461,0.871091408929682,6.73069751953382
10,Case_17-08,wiener,blur,0,5,29.3588330809697,30.5210419727392,3.95863448851738,0.813035998795182,0.872622391869879,7.32887512520931
