name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,avg,blurr,-1,5,24.1150214956596,21.4732309270067,-10.9549583819712,0.710716423787605,0.48174364747327,-32.2171781389371,7.24220001316037,5.64401670657018,-22.0676493839719
kodim02,avg,blurr,-1,5,28.0454844398903,27.3970596620904,-2.31204698635036,0.97314920013919,0.96825624957902,-0.502795517837287,8.21093909016877,6.20320929796276,-24.4518899745577
kodim03,avg,blurr,-1,5,28.889183432536,28.322353256287,-1.96208445134046,0.937087750387719,0.933381548566247,-0.395502109587707,8.45553309211667,7.72705738331336,-8.61537292642725
kodim04,avg,blurr,-1,5,28.7331137920164,28.6160901190437,-0.407278075811249,0.933482620729158,0.935845842610528,0.2531618509966,7.48151560499846,6.60240498740009,-11.7504348585603
kodim05,avg,blurr,-1,5,23.4606463133317,21.1807921911799,-9.71778054066737,0.785736697399334,0.662151989114809,-15.7285142330212,6.21650961799475,6.10245101094571,-1.83476925248977
kodim06,avg,blurr,-1,5,25.8063318313501,24.083418506654,-6.67632012157205,0.831655067681562,0.757960476906832,-8.86119662327935,5.90559640423936,5.44953761798891,-7.72248482681717
kodim07,avg,blurr,-1,5,27.7449428687623,26.6538545354806,-3.93256651650982,0.891343336180656,0.875281629127934,-1.80196635805303,7.24843051801213,6.44964805846483,-11.0200747260024
kodim08,avg,blurr,-1,5,23.4760166981484,19.0821270106877,-18.7165043540259,0.812059946480298,0.580082403683244,-28.5665539597799,5.34989434148309,4.83827515458243,-9.56316432146269
kodim09,avg,blurr,-1,5,28.3742323725659,26.3555414561486,-7.11452168964791,0.795812224523494,0.77414836924092,-2.72223203099771,6.80409757101481,6.63237114969731,-2.52386770655734
kodim10,avg,blurr,-1,5,28.3916988114205,27.0090625285152,-4.86986105371431,0.81776030433309,0.798002718253763,-2.41606079124133,6.71975931901749,6.06406700119954,-9.75767563523119
kodim11,avg,blurr,-1,5,25.8072416570913,24.0663218340069,-6.74585779532955,0.813962894973399,0.761428629445584,-6.45413517646054,5.66547705441077,5.54002334932805,-2.21435377599939
kodim12,avg,blurr,-1,5,28.5054656434621,27.4463841760442,-3.71536280327646,0.905701109399124,0.893008109609311,-1.40145569637584,7.54732774001142,6.14277861855936,-18.6098864371025
kodim13,avg,blurr,-1,5,22.7470302551464,20.5542909356654,-9.63967293701944,0.783169820705448,0.660333779727539,-15.6844706895451,6.36335475639599,5.75536931778984,-9.55447970262943
kodim14,avg,blurr,-1,5,24.6082038954317,23.3954501138972,-4.9282498905157,0.794629987144362,0.74883169527096,-5.76347389531402,5.64670770245592,5.96172195957264,5.57872434196855
kodim15,avg,blurr,-1,5,27.4476873278375,27.0348395212838,-1.50412601842443,0.863484610896186,0.858304425139082,-0.599916395930627,7.36895641361231,5.86707563638466,-20.3811868727205
kodim16,avg,blurr,-1,5,27.8734542801499,26.9549478952963,-3.29527289880125,0.760254328306459,0.701485928563176,-7.73009735757705,7.93392429300744,5.9531042945965,-24.9664595382734
kodim17,avg,blurr,-1,5,27.34706383264,26.4182709843727,-3.39631652579378,0.758690124982938,0.749398061681245,-1.22475079030475,6.65011836666583,6.21288913805392,-6.57475859081773
kodim18,avg,blurr,-1,5,25.3718265397244,23.6535089903406,-6.772541766725,0.80791458355327,0.775133688309564,-4.0574704196493,6.21620668097304,6.15085391166123,-1.0513287711595
kodim19,avg,blurr,-1,5,26.2730991721556,22.188888613273,-15.5452180655225,0.847327499709987,0.768270913744744,-9.33010978544917,6.66004669417205,5.57597922672093,-16.2771751795635
kodim20,avg,blurr,-1,5,28.0702850638534,26.247969707953,-6.49197310164501,0.880148221968813,0.86127316244199,-2.14453191584047,7.1969124622808,6.05559783355144,-15.8583925358412
kodim21,avg,blurr,-1,5,26.024751817878,24.0125470451808,-7.73188842214022,0.83361678473805,0.767094392520402,-7.97997274473689,5.60951354063952,5.74582612347295,2.43002502526966
kodim22,avg,blurr,-1,5,26.7737952568833,25.250624001545,-5.68903751120896,0.848172988300631,0.829711494317471,-2.17661894894211,6.82756421620274,5.77268961129033,-15.4502333703292
kodim23,avg,blurr,-1,5,28.420592677596,26.9429455157202,-5.19921304470429,0.918048487524688,0.914171132022999,-0.422347572527844,6.54716800995738,6.70094516747032,2.34875838345785
kodim24,avg,blurr,-1,5,25.3054035409689,23.0973987464354,-8.72542811245358,0.766804567961218,0.704767135793311,-8.09038375095385,7.16979774809857,5.90088755944543,-17.6979913971723
