quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
10,0,3,method_2,avg,30.266375290376,0.86370607363151,29.2597055721265,0.814597131818821,3.44056041090515,6.02875857104928
10,0,5,method_2,avg,30.3643158811719,0.87267917104491,29.2597055721265,0.814597131818821,3.77473596877538,7.13078039393376
