name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,gauss,blurr,3.2,7,24.1150214956596,20.9970939486127,-12.9293998249518,0.710716423787605,0.432693735337437,-39.1186525518164,7.24220001316037,5.93523443172571,-18.0465270091916
kodim02,gauss,blurr,3.2,7,28.0454844398903,27.0658817615468,-3.4929069613437,0.97314920013919,0.965789258352859,-0.756301478260295,8.21093909016877,6.07814320309729,-25.9750542982976
kodim03,gauss,blurr,3.2,7,28.889183432536,27.9113752699335,-3.3846860534705,0.937087750387719,0.930013041610234,-0.754967587033068,8.45553309211667,7.67598034785478,-9.21943933953371
kodim04,gauss,blurr,3.2,7,28.7331137920164,28.1604144033053,-1.99316855408221,0.933482620729158,0.931127892569431,-0.252251954930648,7.48151560499846,6.7213090978511,-10.1611297400684
kodim05,gauss,blurr,3.2,7,23.4606463133317,20.4063206792858,-13.0189321864942,0.785736697399334,0.607966251533123,-22.6246841282332,6.21650961799475,6.55044402626349,5.37173476418515
kodim06,gauss,blurr,3.2,7,25.8063318313501,23.7424044381142,-7.99775577065385,0.831655067681562,0.743538600071307,-10.5953142155318,5.90559640423936,5.50191782380926,-6.83552604679033
kodim07,gauss,blurr,3.2,7,27.7449428687623,25.5653230985171,-7.85591731276975,0.891343336180656,0.841338416977201,-5.61006260704466,7.24843051801213,6.82831854183937,-5.79590264580441
kodim08,gauss,blurr,3.2,7,23.4760166981484,18.5645439627709,-20.9212354826998,0.812059946480298,0.538579395109983,-33.6773846014273,5.34989434148309,5.27053339301292,-1.48341151066874
kodim09,gauss,blurr,3.2,7,28.3742323725659,25.3941570962034,-10.5027520647357,0.795812224523494,0.755930862548871,-5.01140353787637,6.80409757101481,6.81964284490185,0.22846929699047
kodim10,gauss,blurr,3.2,7,28.3916988114205,26.4337477704283,-6.8962095364458,0.81776030433309,0.782329771523534,-4.33263055467711,6.71975931901749,6.57019819986899,-2.22569160662095
kodim11,gauss,blurr,3.2,7,25.8072416570913,23.5373172901249,-8.79568764894601,0.813962894973399,0.743353754518575,-8.67473700470483,5.66547705441077,5.79828131513247,2.3440967008824
kodim12,gauss,blurr,3.2,7,28.5054656434621,26.9530562856284,-5.44600595987722,0.905701109399124,0.887638629319067,-1.99430914819579,7.54732774001142,6.12615178817867,-18.8301873297289
kodim13,gauss,blurr,3.2,7,22.7470302551464,20.1132848855654,-11.5784141491837,0.783169820705448,0.627396591879523,-19.8900959546182,6.36335475639599,6.21304387215378,-2.36213271138365
kodim14,gauss,blurr,3.2,7,24.6082038954317,22.7832557005254,-7.41601541770808,0.794629987144362,0.721682837560648,-9.18001469411716,5.64670770245592,6.2717001471553,11.0682627405622
kodim15,gauss,blurr,3.2,7,27.4476873278375,26.5688721845244,-3.20178211306674,0.863484610896186,0.849814916867498,-1.58308484670043,7.36895641361231,6.19408864133823,-15.9434756610014
kodim16,gauss,blurr,3.2,7,27.8734542801499,26.7098364780317,-4.17464513161114,0.760254328306459,0.688115261336468,-9.48880713782823,7.93392429300744,6.01611233476471,-24.1722997020905
kodim17,gauss,blurr,3.2,7,27.34706383264,25.8128628884308,-5.61011212610737,0.758690124982938,0.726271838706308,-4.27292846039859,6.65011836666583,6.20108650725919,-6.75223860160805
kodim18,gauss,blurr,3.2,7,25.3718265397244,23.0180706359637,-9.27704554528427,0.80791458355327,0.751814691732905,-6.94378997017656,6.21620668097304,6.49532068957786,4.49010180853786
kodim19,gauss,blurr,3.2,7,26.2730991721556,21.5205560122892,-18.089008566234,0.847327499709987,0.747343327173077,-11.7999442448324,6.66004669417205,5.08875473740579,-23.5928069114176
kodim20,gauss,blurr,3.2,7,28.0702850638534,25.5475109750699,-8.987347592106,0.880148221968813,0.848693353003364,-3.57381497574216,7.1969124622808,5.8786166173224,-18.3175195178158
kodim21,gauss,blurr,3.2,7,26.024751817878,23.4631582332727,-9.84291263383192,0.83361678473805,0.743846220087773,-10.768804838603,5.60951354063952,6.14017273118643,9.45998590969466
kodim22,gauss,blurr,3.2,7,26.7737952568833,24.8140419415626,-7.31966946231468,0.848172988300631,0.820046352438969,-3.31614378783923,6.82756421620274,5.86472238413896,-14.1022742748992
kodim23,gauss,blurr,3.2,7,28.420592677596,26.2078640402807,-7.78565268647495,0.918048487524688,0.907477701093303,-1.15144097234855,6.54716800995738,6.35352290107294,-2.95769267857383
kodim24,gauss,blurr,3.2,7,25.3054035409689,22.6275765749339,-10.5820362109603,0.766804567961218,0.676767569620697,-11.7418442850323,7.16979774809857,6.17205210368343,-13.9159524364511
