quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,median,method_2,0,5,29.1605780632834,29.1431883113732,-0.0596344553680914,0.816158264842461,0.848395813834049,3.94991392972185
10,Case_17-08,median,method_2,0,5,29.3588330809697,29.4429132111284,0.286387847659955,0.813035998795182,0.848939399265012,4.41596688498841
