quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,wiener,method_2,0,3,29.1605780632834,29.9477925383022,2.69958460120522,0.816158264842461,0.858774491943701,5.22156411777147
10,Case_17-08,wiener,method_2,0,3,29.3588330809697,30.1386460060414,2.65614414210896,0.813035998795182,0.856778956918887,5.38019942395251
