quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,wiener,method_2,0,5,29.1605780632834,30.1835096383391,3.50792625864892,0.816158264842461,0.869137106376504,6.49124609970961
10,Case_17-08,wiener,method_2,0,5,29.3588330809697,30.4475919939059,3.70845431742295,0.813035998795182,0.870703862019118,7.09290404230475
