quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
40,0,3,method_2,wiener,35.8066048036424,0.942517876247461,35.1499059376766,0.926624380532902,1.86757892995741,1.71524927291714
40,0,5,method_2,wiener,34.7718460439506,0.924286534712222,35.1499059376766,0.926624380532902,-1.07725033520189,-0.252121476736884
