name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,avg,method_2,-1,7,24.1150214956596,20.619589344017,-14.4948332402346,0.710716423787605,0.395650298690581,-44.3307787117046,7.24220001316037,5.01122781650356,-30.8051723592657
kodim02,avg,method_2,-1,7,28.0454844398903,26.8620249203264,-4.21978633351959,0.97314920013919,0.964139510968169,-0.925828143282879,8.21093909016877,5.84362838604596,-28.8311809176282
kodim03,avg,method_2,-1,7,28.889183432536,27.7033145924384,-4.10488874795286,0.937087750387719,0.927806647509712,-0.990419827189852,8.45553309211667,7.5981652832271,-10.1397250717276
kodim04,avg,method_2,-1,7,28.7331137920164,27.9479745151311,-2.73252416208211,0.933482620729158,0.928378050323772,-0.54683079170758,7.48151560499846,6.43995954623542,-13.9217254063758
kodim05,avg,method_2,-1,7,23.4606463133317,20.0444467871606,-14.5614041512138,0.785736697399334,0.579510437614307,-26.2462298716101,6.21650961799475,6.15335547376087,-1.01591002209772
kodim06,avg,method_2,-1,7,25.8063318313501,23.4490330923946,-9.13457501190403,0.831655067681562,0.729929555257329,-12.2316951314705,5.90559640423936,4.53269006451739,-23.2475476775964
kodim07,avg,method_2,-1,7,27.7449428687623,25.092251976745,-9.56098884241698,0.891343336180656,0.822450656049301,-7.72908455529107,7.24843051801213,6.35398338268638,-12.3398732056971
kodim08,avg,method_2,-1,7,23.4760166981484,18.1329547907983,-22.7596613857051,0.812059946480298,0.500871056792738,-38.3209258178959,5.34989434148309,4.72390325491734,-11.7009990592116
kodim09,avg,method_2,-1,7,28.3742323725659,24.929276386573,-12.1411425012639,0.795812224523494,0.745034997226704,-6.38055382061932,6.80409757101481,6.72948674425914,-1.09655727268674
kodim10,avg,method_2,-1,7,28.3916988114205,26.105213164192,-8.05335975989133,0.81776030433309,0.771925654407602,-5.60490032135618,6.71975931901749,6.49609643542514,-3.32843593012863
kodim11,avg,method_2,-1,7,25.8072416570913,23.2125373896127,-10.054171235947,0.813962894973399,0.729804574127502,-10.339331358421,5.66547705441077,5.43131027960014,-4.13322254351604
kodim12,avg,method_2,-1,7,28.5054656434621,26.6907036562761,-6.36636499780254,0.905701109399124,0.883193962074313,-2.48505241864431,7.54732774001142,5.75216463245229,-23.7854134522639
kodim13,avg,method_2,-1,7,22.7470302551464,19.8254305786651,-12.843872996653,0.783169820705448,0.605927597143534,-22.6313909034776,6.36335475639599,5.51603431292912,-13.3156247907631
kodim14,avg,method_2,-1,7,24.6082038954317,22.4529715240115,-8.75818641855573,0.794629987144362,0.705782753337149,-11.180956576595,5.64670770245592,5.93985460228484,5.19146581115616
kodim15,avg,method_2,-1,7,27.4476873278375,26.3766977098144,-3.90193026185107,0.863484610896186,0.845043860100416,-2.1356200866893,7.36895641361231,6.02279788750213,-18.2679670030818
kodim16,avg,method_2,-1,7,27.8734542801499,26.4798612134067,-4.99971425405872,0.760254328306459,0.67529344888365,-11.1753233437115,7.93392429300744,5.31711397098139,-32.9825471656237
kodim17,avg,method_2,-1,7,27.34706383264,25.5056666446696,-6.73343653724412,0.758690124982938,0.713207674366025,-5.99486524461301,6.65011836666583,6.04710037792693,-9.0677782783773
kodim18,avg,method_2,-1,7,25.3718265397244,22.6800501244517,-10.6093126998887,0.80791458355327,0.73822911175099,-8.6253513949208,6.21620668097304,6.27007090389061,0.866512741322421
kodim19,avg,method_2,-1,7,26.2730991721556,21.0398572965086,-19.9186317584991,0.847327499709987,0.729755284634034,-13.875651990074,6.66004669417205,4.98859736205837,-25.0966608623976
kodim20,avg,method_2,-1,7,28.0702850638534,25.2255127689407,-10.1344617215019,0.880148221968813,0.841185179247521,-4.42687285490794,7.1969124622808,5.95460224983687,-17.2617107538115
kodim21,avg,method_2,-1,7,26.024751817878,23.1193698427487,-11.1639180863714,0.83361678473805,0.728052571505188,-12.6633982383205,5.60951354063952,5.84389676494708,4.17831640140473
kodim22,avg,method_2,-1,7,26.7737952568833,24.5099227534495,-8.45555320683142,0.848172988300631,0.812963162572524,-4.1512552526168,6.82756421620274,5.48094357172668,-19.7232951874747
kodim23,avg,method_2,-1,7,28.420592677596,25.8705437835507,-8.9725394645113,0.918048487524688,0.903369062525094,-1.59898144804681,6.54716800995738,6.44824179741434,-1.51097714909074
kodim24,avg,method_2,-1,7,25.3054035409689,22.3527719391473,-11.6679886058379,0.766804567961218,0.658507604820381,-14.1231504956703,7.16979774809857,5.9486774645655,-17.0314467218676
