quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
30,Case_17-07,median,method_2,0,5,33.8894453674278,31.7496174434794,-6.31414265045792,0.912863316090507,0.90680715809967,-0.663424401450799
30,Case_17-08,median,method_2,0,5,34.1909513749585,32.4117266236986,-5.20378837005114,0.911823553127918,0.912139350113713,0.0346335631177282
