quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
30,Case_17-07,median,method_2,0,3,33.8894453674278,33.2005271893955,-2.03283993161611,0.912863316090507,0.919273717442655,0.702230141046886
30,Case_17-08,median,method_2,0,3,34.1909513749585,33.7040407708986,-1.42409200235511,0.911823553127918,0.92080835574427,0.98536636671981
