quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
30,Case_17-07,gauss,blur,1.4,5,33.8894453674278,34.2280442867523,0.999127945746787,0.912863316090507,0.92930968499926,1.80162447311246
30,Case_17-08,gauss,blur,1.4,5,34.1909513749585,34.6574642583879,1.36443376001255,0.911823553127918,0.930690688641893,2.06916518544115
