quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
30,Case_17-07,gauss,blur,1.4,3,33.8894453674278,34.794896929117,2.67178040794825,0.912863316090507,0.934669133203544,2.38872750483874
30,Case_17-08,gauss,blur,1.4,3,34.1909513749585,35.1096448558366,2.68694916032959,0.911823553127918,0.933927123401343,2.42410608912226
