quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
20,0,3,blur,median,32.9667444257463,0.905605988658843,32.3078265574655,0.884338222735154,2.03960611061116,2.4049390410918
20,0,5,blur,median,32.8812130494723,0.905182345086319,32.3078265574655,0.884338222735154,1.77421703457945,2.35713222064337
