name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_niqe,im_niqe,delta_niqe
peppers,avg,method_1,-1,3,29.8588097736702,30.2246590920305,1.22526423904174,0.773627079113814,0.799291420124702,3.31740469067947,7.17033250091822,6.28919999607433,-12.2885864042017
baboon,avg,method_1,-1,3,23.2851881974757,22.728166530535,-2.39217163381618,0.683424183013634,0.614966903351515,-10.0168067451533,6.21307831477972,5.17834683246302,-16.6540872316912
barbara,avg,method_1,-1,3,25.47468299713,24.1505165480355,-5.19797027206851,0.767131214067765,0.708146108734655,-7.68905035428518,6.44897706699156,5.73643419810336,-11.0489285585351
boats,avg,method_1,-1,3,28.1346337697327,28.1359349598831,0.00462486969261021,0.758329200658616,0.767988274036076,1.27373090328992,5.31207283576783,5.46826486644293,2.94032170687511
lena,avg,method_1,-1,3,30.1960973613116,30.7207188736473,1.73738184129652,0.816910773552493,0.839911647996756,2.81559200697514,6.52853624243927,6.23115756530896,-4.55505899158806
peppers,avg,method_1,-1,3,29.8588097736702,30.2246590920305,1.22526423904174,0.773627079113814,0.799291420124702,3.31740469067947,7.17033250091822,6.28919999607433,-12.2885864042017
