quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,avg,blur,0,3,32.1647774408798,33.1425757013747,3.0399658828422,0.884862935948956,0.915181370562688,3.4263424742972
20,Case_17-08,avg,blur,0,3,32.4508756740513,33.4316100581072,3.02221238621359,0.883813509521353,0.914560806805978,3.47893497365496
