quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
30,0,3,blur,wiener,34.9676123255899,0.934175096249628,34.0401983711931,0.912343434609213,2.72445638732478,2.3929333892624
30,0,5,blur,wiener,34.2283323794789,0.920276471513638,34.0401983711931,0.912343434609213,0.551309465312634,0.869663735728607
