quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,gauss,blur,1.5,3,35.000610991359,35.8039279955174,2.29515137423404,0.927212808183554,0.94436657534647,1.85003561334758
40,Case_17-08,gauss,blur,1.5,3,35.2992008839943,36.1506670035062,2.41213993005152,0.926035952882249,0.943842310047675,1.92285808234593
