quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
20,0,3,method_2,wiener,33.1094647498034,0.912468559868738,32.3078265574655,0.884338222735154,2.4811645798753,3.18097288871255
20,0,5,method_2,wiener,32.8908530502342,0.906254199993419,32.3078265574655,0.884338222735154,1.80365647291661,2.47838769343829
