quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
40,0,3,blur,median,35.7414663184081,0.938974686560941,35.1499059376766,0.926624380532902,1.68287384652629,1.33284618679183
40,0,5,blur,median,34.9270465181491,0.927695790831951,35.1499059376766,0.926624380532902,-0.635068391544383,0.115743349053221
