quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,wiener,blur,0,3,32.1647774408798,33.0971568709421,2.89875915285293,0.884862935948956,0.914199474539962,3.31537658536278
20,Case_17-08,wiener,blur,0,3,32.4508756740513,33.3788590024136,2.85965573836366,0.883813509521353,0.913498982574422,3.35879376511745
