quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,wiener,blur,0,5,32.1647774408798,32.7910756129605,1.94715531059371,0.884862935948956,0.906563895405335,2.45246563899815
20,Case_17-08,wiener,blur,0,5,32.4508756740513,33.2244889172082,2.38395182591476,0.883813509521353,0.909902931405259,2.95191481040332
