quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,wiener,blur,0,5,35.000610991359,34.598762657022,-1.14811805552815,0.927212808183554,0.923890371105686,-0.358325192290796
40,Case_17-08,wiener,blur,0,5,35.2992008839943,35.1823645418173,-0.330988632181838,0.926035952882249,0.92767295275241,0.176774979963345
