quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,gauss,method_2,1.5,5,35.000610991359,35.0248638925142,0.0692927936636052,0.927212808183554,0.935777946621201,0.923751091664293
40,Case_17-08,gauss,method_2,1.5,5,35.2992008839943,35.4854989627062,0.527768544461304,0.926035952882249,0.937424077264038,1.22977130060055
