quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,gauss,method_2,1.5,3,35.000610991359,35.8650597195321,2.46981039384287,0.927212808183554,0.94458801719671,1.8739181404531
40,Case_17-08,gauss,method_2,1.5,3,35.2992008839943,36.2018921282459,2.55725688300482,0.926035952882249,0.944003535799888,1.94026839473298
