name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_niqe,im_niqe,delta_niqe
peppers,gauss,method_1,0.7,5,29.8588097736702,30.4359629769784,1.9329410906965,0.773627079113814,0.797445022287834,3.07873700611712,7.17033250091822,5.35049948538019,-25.380036634354
baboon,gauss,method_1,0.7,5,23.2851881974757,23.4069545057917,0.522934610977912,0.683424183013634,0.660218952209284,-3.39543600901325,6.21307831477972,4.56602818125778,-26.5094056452487
barbara,gauss,method_1,0.7,5,25.47468299713,25.4213375455651,-0.209405752255725,0.767131214067765,0.753314512141041,-1.80108717691984,6.44897706699156,5.126463719506,-20.5073352525119
boats,gauss,method_1,0.7,5,28.1346337697327,28.5844242947438,1.59870758827837,0.758329200658616,0.776145154997808,2.34936941947098,5.31207283576783,5.0109092513847,-5.66941745141929
lena,gauss,method_1,0.7,5,30.1960973613116,30.9383541434411,2.45812156865171,0.816910773552493,0.839602526769738,2.77775173885458,6.52853624243927,5.62270461807068,-13.8749574288974
peppers,gauss,method_1,0.7,5,29.8588097736702,30.4359629769784,1.9329410906965,0.773627079113814,0.797445022287834,3.07873700611712,7.17033250091822,5.35049948538019,-25.380036634354
