name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_niqe,im_niqe,delta_niqe
peppers,gauss,method_1,0.4,5,29.8588097736702,30.0628634007153,0.683395046861606,0.773627079113814,0.778512236022653,0.631461467770088,7.17033250091822,6.37130986700007,-11.1434530241913
baboon,gauss,method_1,0.4,5,23.2851881974757,23.5054060098335,0.945742033477165,0.683424183013634,0.686044296538803,0.38338027688974,6.21307831477972,5.55384124173157,-10.6104742230587
barbara,gauss,method_1,0.4,5,25.47468299713,25.8670533373685,1.54023639973361,0.767131214067765,0.7712887799408,0.541962808551264,6.44897706699156,5.84486784840949,-9.36752003157439
boats,gauss,method_1,0.4,5,28.1346337697327,28.3685014276498,0.831244720763679,0.758329200658616,0.764045834276649,0.753845904004273,5.31207283576783,4.87806599789094,-8.17019742189125
lena,gauss,method_1,0.4,5,30.1960973613116,30.4499541396096,0.840693998500703,0.816910773552493,0.821700211387654,0.58628653094305,6.52853624243927,5.95990027390245,-8.71000707387291
peppers,gauss,method_1,0.4,5,29.8588097736702,30.0628634007153,0.683395046861606,0.773627079113814,0.778512236022653,0.631461467770088,7.17033250091822,6.37130986700007,-11.1434530241913
