name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_niqe,im_niqe,delta_niqe
baboon,gauss,method_1,0.7,7,23.2851881974757,23.4065621018131,0.521249402444294,0.683424183013634,0.660183802386489,-3.40057920172851,6.21307831477972,4.56704592481982,-26.4930249799734
