name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_niqe,im_niqe,delta_niqe
baboon,gauss,method_1,0.4,7,23.2851881974757,23.5054060098335,0.945742033477165,0.683424183013634,0.686044296538803,0.383380276889724,6.21307831477972,5.55384124173148,-10.6104742230602
