quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
10,1.4,3,method_2,gauss,30.2353108117508,0.862294826480647,29.2597055721265,0.814597131818821,3.33440352077599,5.85550021955598
10,1.4,5,method_2,gauss,30.4561135388829,0.873752492429684,29.2597055721265,0.814597131818821,4.08879477564353,7.26227155479513
10,1.5,3,method_2,gauss,30.239405513852,0.862476188239835,29.2597055721265,0.814597131818821,3.34839736705675,5.87776498510866
10,1.5,5,method_2,gauss,30.4581781589132,0.874147726559892,29.2597055721265,0.814597131818821,4.0958180967962,7.31081868325903
