quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,gauss,method_2,1.5,3,32.1647774408798,33.1567698607207,3.08409539492153,0.884862935948956,0.914955299685409,3.40079378555739
20,Case_17-08,gauss,method_2,1.5,3,32.4508756740513,33.4366751182865,3.03782077912766,0.883813509521353,0.91415511822981,3.43303291719189
