quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,avg,method_2,0,5,32.1647774408798,32.5137166051342,1.0848486823693,0.884862935948956,0.904646895177513,2.23582189114289
20,Case_17-08,avg,method_2,0,5,32.4508756740513,32.950965835363,1.54106830994275,0.883813509521353,0.908322856144749,2.77313554945203
