quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
20,0,3,method_2,avg,33.3075757766499,0.914978694934774,32.3078265574655,0.884338222735154,3.09451615449127,3.46480538381809
20,0,5,method_2,avg,32.7323412202486,0.906484875661131,32.3078265574655,0.884338222735154,1.31295849615603,2.50447872029746
