name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,avg,method_3,-1,5,24.1150214956596,21.5008432169072,-10.8404559341692,0.710716423787605,0.483159746758633,-32.0179285876439,7.24220001316037,5.62757688236486,-22.2946498006332
kodim02,avg,method_3,-1,5,28.0454844398903,27.439193847872,-2.16181180010562,0.97314920013919,0.968496321654301,-0.478125911650842,8.21093909016877,6.18915165071014,-24.6230963018516
kodim03,avg,method_3,-1,5,28.889183432536,28.3811043376742,-1.75871739693956,0.937087750387719,0.933818330189908,-0.348891573543485,8.45553309211667,7.67442642275454,-9.23781695195984
kodim04,avg,method_3,-1,5,28.7331137920164,28.6592746241307,-0.256982826226939,0.933482620729158,0.93619807444217,0.290894940378333,7.48151560499846,6.56930139665809,-12.1929065780591
kodim05,avg,method_3,-1,5,23.4606463133317,21.2231367383295,-9.53728872222344,0.785736697399334,0.663460489260907,-15.5619826009326,6.21650961799475,6.1076638293641,-1.7509148271174
kodim06,avg,method_3,-1,5,25.8063318313501,24.1101260625778,-6.57282786200446,0.831655067681562,0.758492845948674,-8.79718342086775,5.90559640423936,5.33631962444509,-9.63961538898276
kodim07,avg,method_3,-1,5,27.7449428687623,26.7201585574092,-3.69358955324029,0.891343336180656,0.876434776830034,-1.67259447010676,7.24843051801213,6.3842651615941,-11.9221030576289
kodim08,avg,method_3,-1,5,23.4760166981484,19.1097187514395,-18.5989727424812,0.812059946480298,0.581585770215381,-28.3814239655408,5.34989434148309,4.77860477574751,-10.6785205327478
kodim09,avg,method_3,-1,5,28.3742323725659,26.4829742151755,-6.66540730532327,0.795812224523494,0.775778442968696,-2.5174005798659,6.80409757101481,6.51237880368935,-4.28739835489969
kodim10,avg,method_3,-1,5,28.3916988114205,27.0305755588033,-4.79408879918689,0.81776030433309,0.798338540530809,-2.37499468968728,6.71975931901749,6.02743662041262,-10.3027901110317
kodim11,avg,method_3,-1,5,25.8072416570913,24.1087223449511,-6.58156084524241,0.813962894973399,0.762400528294797,-6.33473184060644,5.66547705441077,5.49771832332371,-2.96106981770328
kodim12,avg,method_3,-1,5,28.5054656434621,27.541225097069,-3.38265144815924,0.905701109399124,0.893748658857,-1.31969039433477,7.54732774001142,6.03902251005363,-19.9846261076176
kodim13,avg,method_3,-1,5,22.7470302551464,20.5609724371505,-9.61029986541325,0.783169820705448,0.660695559352379,-15.6382764140157,6.36335475639599,5.69553274375766,-10.4948103351787
kodim14,avg,method_3,-1,5,24.6082038954317,23.4141112446679,-4.85241692501351,0.794629987144362,0.749166088728107,-5.72139223937897,5.64670770245592,5.90144163140016,4.51119382066561
kodim15,avg,method_3,-1,5,27.4476873278375,27.1122193764703,-1.222208440953,0.863484610896186,0.858990825657784,-0.520424473313783,7.36895641361231,5.81945395152532,-21.0274342134073
kodim16,avg,method_3,-1,5,27.8734542801499,26.9747487217391,-3.22423460464606,0.760254328306459,0.701914763245996,-7.67369061750962,7.93392429300744,5.89790776595967,-25.6621622775278
kodim17,avg,method_3,-1,5,27.34706383264,26.4429006006884,-3.30625341530244,0.758690124982938,0.749898975406462,-1.15872729682278,6.65011836666583,6.17409120355887,-7.15817579267586
kodim18,avg,method_3,-1,5,25.3718265397244,23.6970317497539,-6.60100204984594,0.80791458355327,0.775799943040518,-3.97500443320507,6.21620668097304,6.12556997029443,-1.4580710605398
kodim19,avg,method_3,-1,5,26.2730991721556,22.2385351306876,-15.3562547571236,0.847327499709987,0.769480147936044,-9.18739823746874,6.66004669417205,5.60999617837488,-15.7664137207331
kodim20,avg,method_3,-1,5,28.0702850638534,26.3515960485464,-6.12280570502714,0.880148221968813,0.862310464498697,-2.02667653298385,7.1969124622808,6.01631165566703,-16.4042679802113
kodim21,avg,method_3,-1,5,26.024751817878,24.0655400541115,-7.52826300699083,0.83361678473805,0.768161573323005,-7.85195459273459,5.60951354063952,5.65526245721109,0.81555942846251
kodim22,avg,method_3,-1,5,26.7737952568833,25.2576396269134,-5.66283418328667,0.848172988300631,0.829888746777133,-2.15572079937746,6.82756421620274,5.66419903082963,-17.0392419394941
kodim23,avg,method_3,-1,5,28.420592677596,26.9961376915184,-5.01205236019073,0.918048487524688,0.914553361954359,-0.380712524210239,6.54716800995738,6.62673557874566,1.21529749453915
kodim24,avg,method_3,-1,5,25.3054035409689,23.1215559640895,-8.62996542751746,0.766804567961218,0.705268499618716,-8.02500022999528,7.16979774809857,5.88608120901644,-17.904501412506
