name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,avg,method_3,-1,7,24.1150214956596,20.6125094903243,-14.5241919272837,0.710716423787605,0.395393522595925,-44.3669079027661,7.24220001316037,4.98485197047461,-31.1693689567225
kodim02,avg,method_3,-1,7,28.0454844398903,26.8634306626331,-4.21477396759081,0.97314920013919,0.964149275463499,-0.924824751888332,8.21093909016877,5.84579968986164,-28.8047368800846
kodim03,avg,method_3,-1,7,28.889183432536,27.705830731027,-4.09617912625471,0.937087750387719,0.927827998472989,-0.988141389202755,8.45553309211667,7.59960747048236,-10.1226689353545
kodim04,avg,method_3,-1,7,28.7331137920164,27.9447061870841,-2.74389894057155,0.933482620729158,0.928363483052988,-0.548391321112298,7.48151560499846,6.43092546689631,-14.04247740124
kodim05,avg,method_3,-1,7,23.4606463133317,20.0437711901184,-14.5642838546678,0.785736697399334,0.579485684913809,-26.2493801254522,6.21650961799475,6.157303479752,-0.952401618930453
kodim06,avg,method_3,-1,7,25.8063318313501,23.4456987077129,-9.14749581251775,0.831655067681562,0.729854495125993,-12.2407205236376,5.90559640423936,4.5046428395011,-23.722473884815
kodim07,avg,method_3,-1,7,27.7449428687623,25.092045102122,-9.56173447243673,0.891343336180656,0.822448108156794,-7.72937040389779,7.24843051801213,6.3872618305736,-11.8807607425987
kodim08,avg,method_3,-1,7,23.4760166981484,18.1270546253829,-22.7847941221963,0.812059946480298,0.500641409708321,-38.3492053907787,5.34989434148309,4.71635139805393,-11.8421580500509
kodim09,avg,method_3,-1,7,28.3742323725659,24.925960717031,-12.1528279963937,0.795812224523494,0.744997209763702,-6.38530210945408,6.80409757101481,6.73324156600941,-1.041372559195
kodim10,avg,method_3,-1,7,28.3916988114205,26.1014412510691,-8.06664502734903,0.81776030433309,0.771877441762232,-5.61079601537731,6.71975931901749,6.50131358206158,-3.25079703878216
kodim11,avg,method_3,-1,7,25.8072416570913,23.2094899137338,-10.0659798434668,0.813962894973399,0.72975067873494,-10.3459527158435,5.66547705441077,5.43399808069041,-4.08578080005026
kodim12,avg,method_3,-1,7,28.5054656434621,26.6924599067601,-6.36020389695975,0.905701109399124,0.883212631679043,-2.48299107583087,7.54732774001142,5.74240080350422,-23.9147814787286
kodim13,avg,method_3,-1,7,22.7470302551464,19.8224380495489,-12.8570286881114,0.783169820705448,0.605825577576695,-22.6444173971118,6.36335475639599,5.50248395135404,-13.5285684673901
kodim14,avg,method_3,-1,7,24.6082038954317,22.451953333582,-8.76232402418443,0.794629987144362,0.705767487433489,-11.1828777101926,5.64670770245592,5.93956776983017,5.18638617059776
kodim15,avg,method_3,-1,7,27.4476873278375,26.3806965321341,-3.88736137569324,0.863484610896186,0.845072564700592,-2.13229581202203,7.36895641361231,6.02507404199417,-18.2370785792091
kodim16,avg,method_3,-1,7,27.8734542801499,26.4785368394236,-5.00446563495946,0.760254328306459,0.675273956354597,-11.1778872921597,7.93392429300744,5.28602776035326,-33.374360970244
kodim17,avg,method_3,-1,7,27.34706383264,25.501619401864,-6.7482360887805,0.758690124982938,0.713186142713691,-5.9977032481173,6.65011836666583,6.05732093873684,-8.91408837022247
kodim18,avg,method_3,-1,7,25.3718265397244,22.6753406309726,-10.6278746014993,0.80791458355327,0.738177752835172,-8.63170836840081,6.21620668097304,6.27809818060381,0.995647390879237
kodim19,avg,method_3,-1,7,26.2730991721556,21.0340589825216,-19.9407011533163,0.847327499709987,0.729618196679584,-13.891830852969,6.66004669417205,4.99386158726063,-25.0176189961166
kodim20,avg,method_3,-1,7,28.0702850638534,25.2277875756021,-10.12635775442,0.880148221968813,0.841206858911634,-4.4244096715972,7.1969124622808,5.96427784967444,-17.1272697711224
kodim21,avg,method_3,-1,7,26.024751817878,23.1134105582272,-11.1868166122178,0.83361678473805,0.727944596707047,-12.6763508083884,5.60951354063952,5.850976215705,4.30452076309544
kodim22,avg,method_3,-1,7,26.7737952568833,24.5004532661853,-8.4909216974518,0.848172988300631,0.812890488126108,-4.1598236045236,6.82756421620274,5.45515149233112,-20.1010591832253
kodim23,avg,method_3,-1,7,28.420592677596,25.8694608329276,-8.97634990799993,0.918048487524688,0.903362238819809,-1.59972473180334,6.54716800995738,6.44136424505716,-1.61602336673363
kodim24,avg,method_3,-1,7,25.3054035409689,22.3512217705786,-11.674114445982,0.766804567961218,0.65847536362847,-14.1273551122385,7.16979774809857,5.95124369980712,-16.9956544257418
