name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,avg,method_3,-1,3,24.1150214956596,23.5187383294232,-2.47266280207819,0.710716423787605,0.648611821567656,-8.73830970290187,7.24220001316037,5.34979376753568,-26.1302676284259
kodim02,avg,method_3,-1,3,28.0454844398903,28.1807846357657,0.482431302498451,0.97314920013919,0.973716325700007,0.0582773495303758,8.21093909016877,6.13770501553515,-25.2496584357321
kodim03,avg,method_3,-1,3,28.889183432536,29.1401684654695,0.868785486857473,0.937087750387719,0.940499355252862,0.36406461014265,8.45553309211667,7.36424939233197,-12.906149002032
kodim04,avg,method_3,-1,3,28.7331137920164,29.1726301105494,1.52965084715278,0.933482620729158,0.940634497614607,0.766149977153576,7.48151560499846,6.38491221783551,-14.6575031726232
kodim05,avg,method_3,-1,3,23.4606463133317,23.2714432105311,-0.806470121383852,0.785736697399334,0.771670256069677,-1.79022328678485,6.21650961799475,5.00880704035715,-19.4273418984456
kodim06,avg,method_3,-1,3,25.8063318313501,25.5908012215185,-0.835184989637976,0.831655067681562,0.817304405514996,-1.72555458677983,5.90559640423936,4.80731570110484,-18.5972868438166
kodim07,avg,method_3,-1,3,27.7449428687623,28.136541590291,1.41142378047427,0.891343336180656,0.90232068247151,1.23155083403558,7.24843051801213,5.78017262625335,-20.2562180614163
kodim08,avg,method_3,-1,3,23.4760166981484,21.7709127545708,-7.26317401074308,0.812059946480298,0.748984023833181,-7.76739733569001,5.34989434148309,4.32587729169674,-19.1408836216843
kodim09,avg,method_3,-1,3,28.3742323725659,28.3903869115707,0.0569338362801591,0.795812224523494,0.802767641908097,0.874002329980269,6.80409757101481,5.71997793684189,-15.9333346245831
kodim10,avg,method_3,-1,3,28.3916988114205,28.418370421285,0.0939415779297777,0.81776030433309,0.825551868069878,0.952793097867726,6.71975931901749,5.53693110387173,-17.60224077964
kodim11,avg,method_3,-1,3,25.8072416570913,25.6705200485692,-0.529780014225528,0.813962894973399,0.811226816086832,-0.33614294993833,5.66547705441077,4.59548285450362,-18.8862153995332
kodim12,avg,method_3,-1,3,28.5054656434621,28.6407697352743,0.474660170454623,0.905701109399124,0.908701205178411,0.331245677868005,7.54732774001142,5.42070759255944,-28.1771273318093
kodim13,avg,method_3,-1,3,22.7470302551464,22.2512907044709,-2.1793594377592,0.783169820705448,0.755994915230379,-3.46986116632926,6.36335475639599,4.84180734652045,-23.9110888536616
kodim14,avg,method_3,-1,3,24.6082038954317,24.7378276191997,0.526750039615934,0.794629987144362,0.796615408833537,0.249854865949649,5.64670770245592,5.04163008189975,-10.7155824675147
kodim15,avg,method_3,-1,3,27.4476873278375,27.7744931681457,1.19064982198605,0.863484610896186,0.871127774746477,0.885153453095,7.36895641361231,5.82796883577691,-20.9118834654634
kodim16,avg,method_3,-1,3,27.8734542801499,27.9956742202535,0.438481498831224,0.760254328306459,0.753499754868406,-0.88846234563373,7.93392429300744,5.75148943569294,-27.5076340120612
kodim17,avg,method_3,-1,3,27.34706383264,27.6246790368036,1.01515543263619,0.758690124982938,0.776756736512312,2.38128992779243,6.65011836666583,5.50363845946006,-17.2399924932552
kodim18,avg,method_3,-1,3,25.3718265397244,25.2761096976245,-0.37725641057024,0.80791458355327,0.814548733119244,0.821144920641971,6.21620668097304,5.48028376638949,-11.838778090119
kodim19,avg,method_3,-1,3,26.2730991721556,24.9287837226953,-5.11669917831751,0.847327499709987,0.832573245603449,-1.74126935707716,6.66004669417205,4.8845892498805,-26.6583332793324
kodim20,avg,method_3,-1,3,28.0702850638534,27.978988872338,-0.325241412076079,0.880148221968813,0.884830613871442,0.532000381953192,7.1969124622808,5.75058867944986,-20.0964481701169
kodim21,avg,method_3,-1,3,26.024751817878,25.8146818689781,-0.807192899936171,0.83361678473805,0.8256292368458,-0.958179830167399,5.60951354063952,4.52377941252065,-19.3552278687447
kodim22,avg,method_3,-1,3,26.7737952568833,26.6007106247287,-0.646470291170669,0.848172988300631,0.851693630543853,0.415085400240838,6.82756421620274,5.24842110784569,-23.128938203313
kodim23,avg,method_3,-1,3,28.420592677596,28.4761416111467,0.195453114510583,0.918048487524688,0.924439830681683,0.696187973058834,6.54716800995738,6.51821926396543,-0.442156760723413
kodim24,avg,method_3,-1,3,25.3054035409689,24.6819101744809,-2.46387442697184,0.766804567961218,0.7642759020239,-0.329766676278596,7.16979774809857,5.36045577936265,-25.2356068093519
