quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,avg,blur,0,5,29.1605780632834,30.1468141658208,3.38208694079061,0.816158264842461,0.87080521991939,6.69563213790131
10,Case_17-08,avg,blur,0,5,29.3588330809697,30.4392802620855,3.68014347891845,0.813035998795182,0.872952810683809,7.36951524623957
