quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
10,Case_17-07,avg,blur,0,3,29.1605780632834,30.1701215177499,3.46201454674746,0.816158264842461,0.864799888229389,5.9598273376938
10,Case_17-08,avg,blur,0,3,29.3588330809697,30.3610552366836,3.41369887880026,0.813035998795182,0.862724477151472,6.11147334557415
