quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
20,0,3,method_2,median,32.1274953557717,0.89803490047469,32.3078265574655,0.884338222735154,-0.55861543603021,1.5488561382524
20,0,5,method_2,median,31.2391310397753,0.894549982102326,32.3078265574655,0.884338222735154,-3.30901100486692,1.15490186074331
