quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
20,Case_17-07,median,blur,0,3,32.1647774408798,32.8285777588558,2.06374914048791,0.884862935948956,0.906094023423043,2.39936453562927
20,Case_17-08,median,blur,0,3,32.4508756740513,33.1049110926368,2.01546308073442,0.883813509521353,0.905117953894642,2.41051354655433
