quality,sigma,filter_size,method,type,mean_PSNR,mean_SSIM,mean_jpg_PSNR,mean_jpg_SSIM,mean_delta_PSNR,mean_delta_SSIM
10,0,3,blur,avg,30.2655883772168,0.86376218269043,29.2597055721265,0.814597131818821,3.43785671277386,6.03565034163397
10,0,5,blur,avg,30.2930472139532,0.8718790153016,29.2597055721265,0.814597131818821,3.53111520985453,7.03257369207044
