name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,gauss,blurr,1.1,7,26.1589663960723,23.7015797920532,-9.39405084593872,0.814127189487225,0.671206194711047,-17.5551187359553,5.26153663626786,5.59020218711696,6.24656965388405
kodim02,gauss,blurr,1.1,7,30.1968195832686,29.4685140434014,-2.41186174543584,0.983046643443474,0.979726278578453,-0.337762697951948,5.84949480761276,4.96679280534674,-15.0902262724848
kodim03,gauss,blurr,1.1,7,31.2347025857045,30.4384411970478,-2.54928436239112,0.959660928342066,0.955720255973383,-0.410631740055338,7.78056467874901,6.23745213073778,-19.8329120279139
kodim04,gauss,blurr,1.1,7,31.1946114909302,30.8791894232395,-1.01114279875679,0.95997698115759,0.960128724237159,0.0158069498068957,4.89240041702865,4.89883030119848,0.131425959074172
