name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,gauss,method_3,1.1,5,24.1150214956596,23.1803182559058,-3.87602076125864,0.710716423787605,0.621777749802606,-12.5139466330355,7.24220001316037,5.55646763874887,-23.276523312643
kodim02,gauss,method_3,1.1,5,28.0454844398903,28.0956289740268,0.178797175866045,0.97314920013919,0.973108892193439,-0.00414201088023829,8.21093909016877,5.96625517987104,-27.3377245361053
kodim03,gauss,method_3,1.1,5,28.889183432536,29.035096200612,0.505077509084664,0.937087750387719,0.939878439757209,0.297804487182316,8.45553309211667,7.17189370252739,-15.1810580788343
kodim04,gauss,method_3,1.1,5,28.7331137920164,29.1202214518258,1.34725272941675,0.933482620729158,0.940662769395353,0.769178612086617,7.48151560499846,5.77374918774458,-22.826476711656
kodim05,gauss,method_3,1.1,5,23.4606463133317,22.8112909812278,-2.76784928868248,0.785736697399334,0.751647789010085,-4.33846459024735,6.21650961799475,5.30425972268085,-14.6746317688182
kodim06,gauss,method_3,1.1,5,25.8063318313501,25.3944715117008,-1.5959661463741,0.831655067681562,0.809658730769569,-2.64488701707955,5.90559640423936,4.8566071901177,-17.7626295858727
kodim07,gauss,method_3,1.1,5,27.7449428687623,27.8905959596115,0.524971673353661,0.891343336180656,0.899219097806461,0.883583385449668,7.24843051801213,5.88450081361796,-18.8168969959061
kodim08,gauss,method_3,1.1,5,23.4760166981484,21.3256978439431,-9.15964101514251,0.812059946480298,0.725973743005684,-10.6009665724478,5.34989434148309,4.62951369842737,-13.4653246788425
kodim09,gauss,method_3,1.1,5,28.3742323725659,28.0805211272087,-1.03513371392989,0.795812224523494,0.799881685609568,0.511359459011951,6.80409757101481,5.88479044973232,-13.5110808110497
kodim10,gauss,method_3,1.1,5,28.3916988114205,28.1558254806454,-0.830782731043211,0.81776030433309,0.822210666949337,0.544213578559056,6.71975931901749,5.50441219083013,-18.0861705083369
kodim11,gauss,method_3,1.1,5,25.8072416570913,25.4061298525027,-1.55426066031516,0.813962894973399,0.804673123584159,-1.14130158101906,5.66547705441077,4.66378731985275,-17.6805893826395
kodim12,gauss,method_3,1.1,5,28.5054656434621,28.5050266435478,-0.00154005522963018,0.905701109399124,0.907563572072681,0.205637671658849,7.54732774001142,5.39254796820135,-28.5502345470797
kodim13,gauss,method_3,1.1,5,22.7470302551464,21.9269557881536,-3.60519354744034,0.783169820705448,0.739647255233551,-5.55723220191165,6.36335475639599,5.15392207698314,-19.0062117501342
kodim14,gauss,method_3,1.1,5,24.6082038954317,24.5016475519779,-0.433011461976606,0.794629987144362,0.789052591615813,-0.701885861190894,5.64670770245592,5.06013391712521,-10.3878900102372
kodim15,gauss,method_3,1.1,5,27.4476873278375,27.7066721487648,0.943557895548325,0.863484610896186,0.870118360511246,0.768253369122061,7.36895641361231,5.46535974465647,-25.8326493211362
kodim16,gauss,method_3,1.1,5,27.8734542801499,27.8770918699408,0.0130503731412271,0.760254328306459,0.747180187183487,-1.71970623989684,7.93392429300744,5.39652873349159,-31.9815953090475
kodim17,gauss,method_3,1.1,5,27.34706383264,27.4179955825631,0.259376108371909,0.758690124982938,0.773944932092204,2.01067690311767,6.65011836666583,5.14475581598811,-22.6366279166315
kodim18,gauss,method_3,1.1,5,25.3718265397244,24.9830800273027,-1.53219758070269,0.80791458355327,0.809125409934876,0.149870593532356,6.21620668097304,5.44922000297117,-12.3385002681701
kodim19,gauss,method_3,1.1,5,26.2730991721556,24.5092068333091,-6.71368203381127,0.847327499709987,0.826490589612663,-2.45913299219674,6.66004669417205,4.8546821076986,-27.1073863198775
kodim20,gauss,method_3,1.1,5,28.0702850638534,27.6803157756088,-1.38926016375519,0.880148221968813,0.881984243071558,0.208603625720871,7.1969124622808,5.38831485529783,-25.1301876528563
kodim21,gauss,method_3,1.1,5,26.024751817878,25.5241590267329,-1.92352570602144,0.83361678473805,0.817017636985844,-1.99122043319013,5.60951354063952,4.87286966121654,-13.1320456593282
kodim22,gauss,method_3,1.1,5,26.7737952568833,26.3806082193524,-1.46855174531092,0.848172988300631,0.849032499996269,0.10133683900499,6.82756421620274,5.19166555327524,-23.9602091042261
kodim23,gauss,method_3,1.1,5,28.420592677596,28.1870457873408,-0.821752357189114,0.918048487524688,0.923596578804373,0.604335321617234,6.54716800995738,6.16665295086401,-5.81190307801259
kodim24,gauss,method_3,1.1,5,25.3054035409689,24.3878383543596,-3.6259654390562,0.766804567961218,0.755697962379112,-1.44842715421426,7.16979774809857,5.28582770234754,-26.2764740644275
