name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,gauss,method_3,1.7,7,24.1150214956596,21.9287851057774,-9.06586954639745,0.710716423787605,0.5190979939232,-26.9613060077066,7.24220001316037,5.82040526218013,-19.6320834607797
kodim02,gauss,method_3,1.7,7,28.0454844398903,27.5843774669672,-1.64413980407924,0.97314920013919,0.96960947940339,-0.36373874995672,8.21093909016877,6.07033441727044,-26.0701565240126
kodim03,gauss,method_3,1.7,7,28.889183432536,28.4854400209787,-1.39755909854701,0.937087750387719,0.935389539544623,-0.181222179288261,8.45553309211667,7.5543344367403,-10.6580938843062
kodim04,gauss,method_3,1.7,7,28.7331137920164,28.6906716466663,-0.147711611269601,0.933482620729158,0.936902372524702,0.366343381183964,7.48151560499846,6.32257739554666,-15.490687591128
kodim05,gauss,method_3,1.7,7,23.4606463133317,21.3986166581476,-8.78931308048515,0.785736697399334,0.67512439531071,-14.0775278098546,6.21650961799475,6.02636364513815,-3.05872562806286
kodim06,gauss,method_3,1.7,7,25.8063318313501,24.472847997579,-5.16727383994622,0.831655067681562,0.77436640645223,-6.88851225172452,5.90559640423936,5.11688579164877,-13.3553083990705
kodim07,gauss,method_3,1.7,7,27.7449428687623,26.7166724744084,-3.70615430429161,0.891343336180656,0.875981418172778,-1.72345687506942,7.24843051801213,6.13719717990438,-15.3306751764587
kodim08,gauss,method_3,1.7,7,23.4760166981484,19.6708961974915,-16.2085440199786,0.812059946480298,0.624954915514367,-23.0407904954428,5.34989434148309,5.36720723115885,0.323611805592404
kodim09,gauss,method_3,1.7,7,28.3742323725659,26.6651799565807,-6.02325516174215,0.795812224523494,0.780445158789462,-1.93099141486959,6.80409757101481,6.39273157203835,-6.0458568485094
kodim10,gauss,method_3,1.7,7,28.3916988114205,27.2151615508308,-4.14394808991272,0.81776030433309,0.803422711582308,-1.75327570619553,6.71975931901749,5.96910954794246,-11.1707835867072
kodim11,gauss,method_3,1.7,7,25.8072416570913,24.3714128251389,-5.56366639655155,0.813962894973399,0.773597657864005,-4.95910039126701,5.66547705441077,5.28620952429657,-6.69436177168753
kodim12,gauss,method_3,1.7,7,28.5054656434621,27.7268734470236,-2.73137862814425,0.905701109399124,0.898135074758166,-0.835378753811863,7.54732774001142,5.68131951342649,-24.7240916369971
kodim13,gauss,method_3,1.7,7,22.7470302551464,20.8451182367851,-8.36114427698081,0.783169820705448,0.677689740545201,-13.4683535258337,6.36335475639599,5.80682552527216,-8.74584637237846
kodim14,gauss,method_3,1.7,7,24.6082038954317,23.5692277431596,-4.2220722677976,0.794629987144362,0.755188182433206,-4.963543454092,5.64670770245592,5.78198790036544,2.39573579929915
kodim15,gauss,method_3,1.7,7,27.4476873278375,27.1754914816595,-0.99168954719892,0.863484610896186,0.86109459011414,-0.276787883870384,7.36895641361231,5.82983395698174,-20.8865729452195
kodim16,gauss,method_3,1.7,7,27.8734542801499,27.2601439590622,-2.20033841131922,0.760254328306459,0.716566168583115,-5.74651903931465,7.93392429300744,5.8035103233093,-26.8519573797267
kodim17,gauss,method_3,1.7,7,27.34706383264,26.555557952984,-2.89429930942462,0.758690124982938,0.752343536118661,-0.83651923958018,6.65011836666583,5.7739808213715,-13.1747661768853
kodim18,gauss,method_3,1.7,7,25.3718265397244,23.8835347819458,-5.86592280003337,0.80791458355327,0.780935080671538,-3.33940040580463,6.21620668097304,5.94861335214196,-4.30476884962902
kodim19,gauss,method_3,1.7,7,26.2730991721556,22.7697642638945,-13.334303978778,0.847327499709987,0.786541957934749,-7.17379546822729,6.66004669417205,5.15451631899311,-22.6054026992989
kodim20,gauss,method_3,1.7,7,28.0702850638534,26.5268871097867,-5.49833373817145,0.880148221968813,0.866149857835738,-1.59045531010247,7.1969124622808,5.58831402512464,-22.3512297195063
kodim21,gauss,method_3,1.7,7,26.024751817878,24.3710486176696,-6.3543476294456,0.83361678473805,0.779476086584314,-6.49467466885863,5.60951354063952,5.39019368638072,-3.90978384613717
kodim22,gauss,method_3,1.7,7,26.7737952568833,25.5122561467916,-4.71184267298591,0.848172988300631,0.834821050404915,-1.57419984836674,6.82756421620274,5.63223228294057,-17.5074432903243
kodim23,gauss,method_3,1.7,7,28.420592677596,27.1032961018501,-4.63500740709156,0.918048487524688,0.916372274233654,-0.1825843965555,6.54716800995738,6.32527698110363,-3.38911462965791
kodim24,gauss,method_3,1.7,7,25.3054035409689,23.3580381862616,-7.69545267892908,0.766804567961218,0.715724590186487,-6.66140760096701,7.16979774809857,5.82847545543313,-18.7079516018587
