quality,name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM
40,Case_17-07,avg,method_2,0,3,35.000610991359,35.8294453332402,2.36805678073967,0.927212808183554,0.944268649864167,1.8394743396638
40,Case_17-08,avg,method_2,0,3,35.2992008839943,36.1756976133456,2.48304977846875,0.926035952882249,0.943833328147928,1.92188815242915
