name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_NIQE,NIQE,delta_NIQE
kodim01,gauss,method_3,3.5,5,26.1589663960723,21.8816329644014,-16.3513090192782,0.814127189487225,0.524649958644808,-35.5567575411334,5.26153663626786,5.51583501551669,4.83315800741455
kodim02,gauss,method_3,3.5,5,30.1968195832686,28.4641332286101,-5.7379763119774,0.983046643443474,0.974161127416514,-0.903875323335121,5.84949480761276,5.2827790539579,-9.68828543821105
kodim03,gauss,method_3,3.5,5,31.2347025857045,29.4362989007025,-5.75771029055722,0.959660928342066,0.947317482582539,-1.28622989589155,7.78056467874901,5.94984929221514,-23.5293383208302
kodim04,gauss,method_3,3.5,5,31.1946114909302,30.0225094371564,-3.75738628485421,0.95997698115759,0.953435898408587,-0.681379124436422,4.89240041702865,5.19489343984044,6.18291629930611
kodim05,gauss,method_3,3.5,5,25.809512559855,21.6946130250774,-15.9433446301425,0.872277366064175,0.709526649174098,-18.6581382507296,4.45431318800229,5.86827986263829,31.7437641889333
